name,mcc,service_line,segment,service_offering,contract_type,planned_cost,actual_cost,planned_effort,actual_effort,resource_count,start_date,end_date,tech_stack,status,baseline_rpp,latest_rpp,dollar_impact,project_margin_baseline,project_margin_latest,onsite_mix_pct
SGOTRPZ3DX,SEGAMMST,DX,COREMFG,Non Maintenance,FP,262598.12,262598.12,97.93,97.93,16,2019-05-01,2026-08-31,DX,Underrun,2681.49,2681.49,-0.0,0.652,0.652,0.0
SGOTRPZ3ENGCDPE,SEGAMMST,ENG,COREMFG,Non Maintenance,FP,351589.26,351589.26,27.98,27.98,5,2019-05-01,2026-08-31,ENG,Overrun,12565.73,12565.73,0.0,0.749,0.749,0.1
SGOTRPZ3ENGNCMT,SEGAMMST,ENG,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2019-05-01,2026-08-31,ENG,Underrun,,,0.0,0.0,0.0,
SGOTRPZ3IGC,SEGAMMST,IGC,COREMFG,Non Maintenance,FP,165558.58,165558.58,17.79,17.79,3,2019-05-01,2026-08-31,IGC,Underrun,9306.27,9306.27,-0.0,0.504,0.504,0.0
SGOTRPZ3MICROSFT,SEGAMMST,MICROSFT,COREMFG,Non Maintenance,FP,6041122.39,6041122.39,648.04,648.04,108,2019-05-01,2026-08-31,MICROSFT,Underrun,9322.14,9322.14,-0.0,0.565,0.565,0.21
SGOTRPZ3SEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,2281707.17,2281707.17,342.04,341.92,57,2019-05-01,2026-08-31,SEC,Underrun,6670.88,6673.22,-49180.24,-0.071,,0.08
SGRECNERCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,3363.48,3363.48,0.46,0.43,1,2024-10-01,2025-12-31,CIS,Underrun,7311.91,7822.05,-16.66,0.923,0.936,0.0
SGRECRBECIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,69258.65,66611.32,0.25,0.13,1,2023-09-01,2025-12-31,CIS,Underrun,277034.6,512394.8,-197.14,0.994,0.997,0.0
SGRECRBESEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2023-09-01,2025-12-31,SEC,Underrun,,,0.0,0.0,0.0,
SGRECRFPCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,2427970.81,4105727.37,117.27,185.91,20,2021-11-01,2026-03-31,CIS,Underrun,20704.11,22084.49,-20393.69,0.883,0.883,0.02
SGRECRFPDX,SEGAMMST,DX,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,3.0,1,2021-11-01,2026-03-31,DX,Overrun,,0.0,9630.49,0.0,0.0,
SGRECRFPENGNCMT,SEGAMMST,ENG,COREMFG,Non Maintenance,FP,0.0,0.0,0.8,0.97,1,2021-11-01,2026-03-31,ENG,Overrun,0.0,0.0,557.12,0.0,0.0,0.0
SGRECRFPMICROSFT,SEGAMMST,MICROSFT,COREMFG,Non Maintenance,FP,0.0,0.0,12.69,15.69,2,2021-11-01,2026-03-31,MICROSFT,Overrun,0.0,0.0,83677.17,0.0,0.0,0.74
SGRECRFPSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,8.71,12.67,1,2021-11-01,2026-03-31,SEC,Overrun,0.0,0.0,18229.98,0.0,0.0,0.0
SGRECYSESEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,229567.0,229567.44,25.0,21.1,4,2023-12-27,2026-03-31,SEC,Overrun,9182.68,10879.97,3792.72,0.871,0.849,0.0
SGREFPCNCHINA,SEGAMMST,CHINA,COREMFG,Non Maintenance,FP,22336.25,22336.25,0.25,0.13,1,2022-08-01,2026-03-31,CHINA,Underrun,89345.0,171817.28,-214.2,0.98,0.0,0.0
SGREFPDRCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,666005.1,1363588.78,20.6,30.61,3,2023-08-01,2026-03-31,CIS,Underrun,32330.34,44547.17,-16139.53,0.952,0.966,0.0
SGREFPDRSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,432.82,35173.38,1.12,1.12,1,2023-08-01,2026-03-31,SEC,Underrun,386.45,31404.8,-112717.06,-2.281,0.96,0.0
SGREFPHUCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,11942.18,11942.18,0.58,0.46,1,2022-04-01,2025-12-31,CIS,Underrun,20589.97,25961.26,-168.94,0.938,0.946,0.0
SGREFPHUSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2022-04-01,2025-12-31,SEC,Underrun,,,0.0,0.0,0.0,
SGREFPJYCIS,SEGAMMST,CIS,COREMFG,Maintenance,FP,3309.84,3309.84,0.41,0.29,1,2023-10-01,2025-12-31,CIS,Underrun,8072.78,11413.26,-216.15,0.776,0.842,0.0
SGREFPJYSEC,SEGAMMST,SEC,COREMFG,Maintenance,FP,0.0,0.0,0.0,0.0,1,2023-10-01,2025-12-31,SEC,Underrun,,,0.0,0.0,0.0,
SGREFPPLCIS,SEGAMMST,CIS,COREMFG,Maintenance,FP,16421.54,16737.99,0.25,0.13,1,2023-08-01,2025-12-31,CIS,Underrun,65686.16,128753.8,-59.54,0.993,0.996,0.0
SGREFPPLSEC,SEGAMMST,SEC,COREMFG,Maintenance,FP,0.0,0.0,0.0,0.0,1,2023-08-01,2025-12-31,SEC,Underrun,,,0.0,0.0,0.0,
SGREFPUSCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,390987.6,445752.51,11.03,11.34,2,2022-02-01,2026-03-31,CIS,Underrun,35447.65,39307.98,-2044.17,0.946,0.956,0.0
SGREFPUSSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,2.44,2.76,1,2022-02-01,2026-03-31,SEC,Overrun,0.0,0.0,3984.06,0.0,0.0,0.0
SGREHPCSDNA,SEGAMMST,DNA,COREMFG,Maintenance,FP,35531.0,35530.66,15.0,13.68,2,2024-07-01,2025-09-30,DNA,Underrun,2368.73,2597.27,-1342.02,0.601,0.591,0.0
SGREO9GAEAISDLY,SEGAMMST,EAS,COREMFG,Non Maintenance,FP,807047.12,711729.49,178.4,155.2,30,2024-05-01,2025-09-30,EAS,Underrun,4523.81,4585.89,-121716.58,0.553,0.494,0.07
SGRESCSPDNA,SEGAMMST,DNA,COREMFG,Maintenance,FP,150616.08,150616.08,49.57,37.66,8,2024-12-01,2025-09-30,DNA,Underrun,3038.45,3999.36,-8615.96,0.737,0.818,0.0
SGRESOFTCIS,SEGAMMST,CIS,COREMFG,Maintenance,FP,12184.0,12184.24,0.22,0.13,1,2024-05-01,2026-03-31,CIS,Underrun,55381.82,93724.92,-42.93,0.991,0.995,0.0
SGRESPOCDNA,SEGAMMST,DNA,COREMFG,Non Maintenance,FP,490769.67,644122.63,177.81,275.34,30,2022-10-01,2025-10-31,DNA,Overrun,2760.08,2339.37,55055.9,0.524,0.442,0.0
SGRESPOCESAP,SEGAMMST,EAS,COREMFG,Non Maintenance,FP,102621.13,211713.86,26.61,47.11,4,2022-10-01,2025-10-31,EAS,Underrun,3856.49,4494.03,-12889.88,0.461,0.627,0.0
SGRESPOCMFGADM,SEGAMMST,ADM,COREMFG,Non Maintenance,FP,19396.36,19396.36,7.49,7.49,1,2022-10-01,2025-10-31,ADM,Underrun,2589.63,2589.63,-0.0,0.469,0.469,0.0
SGREVCUGENGNCMT,SEGAMMST,ENG,COREMFG,Maintenance,FP,75940.0,75940.09,1.29,1.17,1,2023-08-01,2026-07-31,ENG,Underrun,58868.22,64906.06,-334.42,0.956,0.957,0.0
SGRFAPPSCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,379514.32,547513.68,30.91,43.51,5,2023-02-01,2026-03-31,CIS,Underrun,12278.04,12583.63,-5058.6,0.42,0.416,0.8
SGRFAPPSSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2023-02-01,2026-03-31,SEC,Underrun,,,0.0,0.0,0.0,
SGRSUPSTEAISDLY,SEGAMMST,EAS,COREMFG,Maintenance,FP,323271.0,323270.6,79.0,74.64,13,2024-05-01,2025-09-30,EAS,Underrun,4092.04,4331.06,-5552.71,0.663,0.715,0.0
SGRTWIFPCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,247329.09,266441.76,8.16,8.92,1,2022-01-12,2025-12-31,CIS,Underrun,30309.94,29870.15,-6928.75,0.937,0.94,0.0
SGRTWIFPSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.17,0.8,1,2022-01-12,2025-12-31,SEC,Overrun,0.0,0.0,534.19,0.0,0.0,0.0
SGRUKFPCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,175336.2,194328.19,5.7,6.92,1,2022-10-01,2026-03-31,CIS,Underrun,30760.74,28082.11,-2320.42,0.523,0.557,0.0
SGRUKFPSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.65,0.65,1,2022-10-01,2026-03-31,SEC,Underrun,0.0,0.0,-58.72,0.0,0.0,0.0
SGTG2STPESAP,SEGAMMST,EAS,COREMFG,Non Maintenance,FP,582771.0,1383828.77,35.8,97.01,6,2024-01-01,2025-09-30,EAS,Overrun,16278.52,14264.81,83627.2,0.582,0.485,0.33
SGTQDVZ2MFGADM,SEGAMMST,ADM,COREMFG,Maintenance,FP,46228.0,92461.87,13.05,33.49,2,2023-07-01,2026-05-31,ADM,Overrun,3542.38,2760.88,7638.3,0.648,0.693,0.0
SGWCPFZ2CRLADM,SEGAMMST,ADM,COREMFG,Non Maintenance,FP,8749.48,31625.76,2.35,2.35,1,2024-10-01,2025-09-30,ADM,Underrun,3723.18,13457.77,-4232.51,0.815,0.949,0.0
SGWCPFZ2DNA,SEGAMMST,DNA,COREMFG,Non Maintenance,FP,270361.95,270361.95,16.75,17.04,3,2024-10-01,2025-09-30,DNA,Overrun,16141.01,15866.31,221.63,0.717,0.618,0.72
SGWCPFZ2DX,SEGAMMST,DX,COREMFG,Non Maintenance,FP,0.0,0.0,10.19,10.19,2,2024-10-01,2025-09-30,DX,Overrun,0.0,0.0,35.48,0.0,0.0,0.0
SGWCPFZ2ENGCDPE,SEGAMMST,ENG,COREMFG,Non Maintenance,FP,418371.83,418371.83,74.4,98.47,12,2024-10-01,2025-09-30,ENG,Overrun,5623.28,4248.72,41075.4,0.708,0.6,0.0
SGWCPFZ2IQE,SEGAMMST,IQE,COREMFG,Non Maintenance,FP,61290.34,61290.34,14.29,14.29,2,2024-10-01,2025-09-30,IQE,Overrun,4289.04,4289.04,42.89,0.772,0.786,0.0
SGWCPFZ2MFGADM,SEGAMMST,ADM,COREMFG,Non Maintenance,FP,2182342.24,2505434.7,340.08,395.33,57,2024-10-01,2025-09-30,ADM,Underrun,6417.14,6337.58,-8951.44,0.651,0.661,0.04
SGWCPFZ2MICROSFT,SEGAMMST,MICROSFT,COREMFG,Non Maintenance,FP,0.0,55530.13,12.0,12.0,2,2024-10-01,2025-09-30,MICROSFT,Underrun,0.0,4627.51,-55489.86,0.0,0.903,0.0
SIEGMMCTORCDLY,SEGAMMST,EAS,COREMFG,Maintenance,FP,1597052.0,1619778.07,332.56,339.76,55,2020-11-01,2026-09-30,EAS,Overrun,4802.3,4767.42,5541.19,0.558,0.581,0.0
SIEGTQZ2MFGADM,SEGAMMST,ADM,COREMFG,Maintenance,FP,102205.0,153307.8,42.8,67.21,7,2022-10-18,2026-09-30,ADM,Overrun,2387.97,2281.03,1772.36,0.795,0.775,0.0
SIETCTZ2MFGADM,SEGAMMST,ADM,COREMFG,Maintenance,FP,200583.0,200582.88,64.08,63.38,11,2024-08-20,2026-08-19,ADM,Underrun,3130.2,3164.77,-782.43,0.635,0.689,0.0
SISESUB2CIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,331676.0,589645.58,126.0,252.72,21,2024-01-01,2025-09-30,CIS,Overrun,2632.35,2333.2,112003.12,0.536,0.348,0.0
SLIDXBLPDX,SCEDISON,DX,SURE,Non Maintenance,FP,160772.0,211813.38,25.9,31.93,4,2024-08-19,2025-07-25,DX,Overrun,6207.41,6633.68,16603.11,0.571,0.514,0.14
SLIDXBLPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,32040.0,32039.52,3.53,4.04,1,2024-08-19,2025-07-25,EAS,Overrun,9076.49,7930.57,676.18,0.657,0.717,0.21
SLIDXBLPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,4156.0,5955.52,0.58,0.82,1,2024-08-19,2025-07-25,EAS,Underrun,7165.52,7262.83,-7.88,0.751,0.891,0.0
SLIDXBLPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,63526.0,71047.58,10.4,11.88,2,2024-08-19,2025-07-25,IQE,Underrun,6108.27,5980.44,-1039.71,0.554,0.66,0.18
TELAMOBTCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,20215.19,20215.19,4.0,4.0,1,2025-01-01,2025-04-30,ADM,Underrun,5053.8,5053.8,-0.72,0.693,0.748,0.0
TELAMSAMBPOSERV,UPCBBMST,BPOSERV,CMT,Maintenance,FP,0.0,0.0,12.0,12.0,2,2025-01-01,2025-04-30,BPOSERV,Overrun,0.0,0.0,9859.08,0.0,0.0,0.0
TELAMSAMBPOTSO,UPCBBMST,BPOTSO,CMT,Maintenance,FP,0.0,33615.49,0.0,0.0,1,2025-01-01,2025-04-30,BPOTSO,Underrun,,,0.0,0.0,1.0,
TELAMSAMCIS,UPCBBMST,CIS,CMT,Maintenance,FP,11121.33,10807.53,4.0,4.0,1,2025-01-01,2025-04-30,CIS,Overrun,2780.33,2701.88,52.19,0.828,0.836,0.0
TELAMSAMCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,1968439.05,1945837.76,393.39,390.32,66,2025-01-01,2025-04-30,ADM,Overrun,5003.79,4985.24,8285.67,0.494,0.489,0.21
TELAMSAMDNA,UPCBBMST,DNA,CMT,Maintenance,FP,136073.79,132234.4,44.0,43.68,7,2025-01-01,2025-04-30,DNA,Overrun,3092.59,3027.34,1631.24,0.465,0.513,0.09
TELAMSAMDX,UPCBBMST,DX,CMT,Maintenance,FP,48865.24,47486.48,12.0,12.0,2,2025-01-01,2025-04-30,DX,Overrun,4072.1,3957.21,1252.99,0.273,0.157,0.38
TELAMSAMEAISDLY,UPCBBMST,EAS,CMT,Maintenance,FP,105327.73,102355.85,28.0,26.64,5,2025-01-01,2025-04-30,EAS,Underrun,3761.7,3842.19,-8291.0,0.102,0.167,0.29
TELAMSAMIQE,UPCBBMST,IQE,CMT,Maintenance,FP,88970.61,86460.25,32.0,32.0,5,2025-01-01,2025-04-30,IQE,Overrun,2780.33,2701.88,886.29,0.639,0.656,0.0
TELAMSCFCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,30322.78,30322.78,6.0,6.0,1,2025-01-01,2025-04-30,ADM,Overrun,5053.8,5053.8,1.56,0.826,0.834,0.0
TELAMSXDCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,66317.69,66542.07,4.0,4.0,1,2025-01-01,2025-04-30,ADM,Underrun,16579.42,16635.52,-194.88,0.284,0.032,1.0
TELAMSXDIQE,UPCBBMST,IQE,CMT,Maintenance,FP,7952.65,7728.27,2.0,1.0,1,2025-01-01,2025-04-30,IQE,Underrun,3976.32,7728.27,-1562.43,0.583,0.786,0.0
TELATRMICMTADM,UPCBBMST,ADM,CMT,Non Maintenance,FP,21665.6,21665.6,3.0,3.0,1,2025-02-01,2025-04-30,ADM,Overrun,7221.87,7221.87,4.36,0.52,0.543,0.0
TELBDS03DNA,UPCBBMST,DNA,CMT,Maintenance,FP,3028136.0,3808438.19,1096.63,1462.4,183,2018-08-01,2025-04-30,DNA,Overrun,2761.31,2604.24,143331.53,0.564,0.511,0.11
TELBEAFPECASDLY,UPCBBMST,EAS,CMT,Non Maintenance,FP,108215.48,108215.48,16.0,15.68,3,2025-01-01,2025-04-30,EAS,Underrun,6763.47,6901.5,-425.4,0.869,0.803,0.0
TELCIDASCMTADM,UPCBBMST,ADM,CMT,Non Maintenance,FP,79369.4,79369.4,6.0,6.0,1,2025-01-01,2025-04-30,ADM,Overrun,13228.23,13228.23,19.52,0.45,0.427,1.0
TELDBLSTDX,UPCBBMST,DX,CMT,Non Maintenance,FP,51904.0,94292.85,9.0,19.59,2,2024-01-01,2025-04-30,DX,Overrun,5767.11,4813.32,5763.57,0.567,0.633,0.0
TELDRBATBPOSERV,UPCBBMST,BPOSERV,CMT,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2020-04-06,2025-04-30,BPOSERV,Underrun,,,0.0,0.0,0.0,
TELDRBATBPOTSO,UPCBBMST,BPOTSO,CMT,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2020-04-06,2025-04-30,BPOTSO,Underrun,,,0.0,0.0,0.0,
TELDRBATIQE,UPCBBMST,IQE,CMT,Non Maintenance,FP,5882344.95,7529246.98,1551.18,2164.81,259,2020-04-06,2025-04-30,IQE,Overrun,3792.17,3478.02,203968.19,0.568,0.521,0.18
TELIMIVSIQE,UPCBBMST,IQE,CMT,Maintenance,FP,173963.0,316369.97,25.0,38.0,4,2023-01-01,2025-04-30,IQE,Underrun,6958.52,8325.53,-9054.95,0.505,0.559,0.56
TELIVYOPIQE,UPCBBMST,IQE,CMT,Non Maintenance,FP,57671.47,57671.47,16.43,16.43,3,2025-02-01,2025-04-30,IQE,Underrun,3510.13,3510.13,-46.67,0.667,0.612,0.0
TELLDBATIQE,UPCBBMST,IQE,CMT,Maintenance,FP,548493.21,1370195.33,164.64,311.92,27,2024-10-01,2025-04-30,IQE,Underrun,3331.47,4392.78,-45892.96,0.794,0.761,0.02
TELMRCISCIS,UPCBBMST,CIS,CMT,Non Maintenance,FP,32702.0,43602.72,1.33,4.68,1,2024-01-23,2025-04-30,CIS,Overrun,24587.97,9316.82,1459.6,0.966,0.908,0.0
TELRDMF9CIS,UPCBBMST,CIS,CMT,Non Maintenance,FP,52568.98,273459.06,56.32,54.32,9,2025-01-01,2025-04-30,CIS,Underrun,933.4,5034.22,-521407.53,-1.381,,0.28
TELRDMF9CMTADM,UPCBBMST,ADM,CMT,Non Maintenance,FP,735965.82,504259.83,78.76,74.7,13,2025-01-01,2025-04-30,ADM,Overrun,9344.41,6750.47,70557.19,0.708,0.712,0.19
TELRDMF9IQE,UPCBBMST,IQE,CMT,Non Maintenance,FP,26284.5,37100.44,8.0,9.0,1,2025-01-01,2025-04-30,IQE,Underrun,3285.56,4122.27,-2062.59,0.754,0.687,0.0
TELSITBOCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,45484.17,45484.17,14.0,14.0,2,2025-01-01,2025-04-30,ADM,Underrun,3248.87,3248.87,-0.01,0.818,0.822,0.0
TELSMASACMTADM,UPCBBMST,ADM,CMT,Non Maintenance,FP,204875.97,204875.97,20.0,20.0,3,2025-01-01,2025-04-30,ADM,Overrun,10243.8,10243.8,69.42,0.412,0.379,0.6
TELTBOITCMTADM,UPCBBMST,ADM,CMT,Maintenance,FP,30322.78,30322.78,8.73,8.73,1,2025-01-13,2025-04-13,ADM,Underrun,3473.4,3473.4,-0.92,0.812,0.816,0.0
TELTNHJ3CIS,UPCBBMST,CIS,CMT,Non Maintenance,FP,0.1,0.1,261.64,260.25,44,2025-01-01,2025-04-30,CIS,Overrun,0.0,0.0,497245.1,-6294134.6,0.0,0.12
TELTNHJ3CMTADM,UPCBBMST,ADM,CMT,Non Maintenance,FP,0.98,0.98,204.57,204.73,34,2025-01-01,2025-04-30,ADM,Overrun,0.0,0.0,491492.28,-501784.582,0.0,0.12
TELTNHJ3EAISDLY,UPCBBMST,EAS,CMT,Non Maintenance,FP,0.0,0.0,3.0,4.39,1,2025-01-01,2025-04-30,EAS,Overrun,0.0,0.0,2481.78,0.0,0.0,1.0
TELTNHJ3ENGNCMT,UPCBBMST,ENG,CMT,Non Maintenance,FP,0.0,0.0,34.77,34.77,6,2025-01-01,2025-04-30,ENG,Overrun,0.0,0.0,68119.97,0.0,0.0,0.13
TELTNHJ3IQE,UPCBBMST,IQE,CMT,Non Maintenance,FP,0.0,0.0,345.37,405.37,58,2025-01-01,2025-04-30,IQE,Overrun,0.0,0.0,484321.49,0.0,0.0,0.14
TELTNHJ3ORCDLY,UPCBBMST,EAS,CMT,Non Maintenance,FP,0.0,0.0,48.79,48.79,8,2025-01-01,2025-04-30,EAS,Overrun,0.0,0.0,104939.85,0.0,0.0,0.08
TMBUGOV2CIS,TMKHDMST,CIS,BFS,Maintenance,FP,2231129.9,2231129.9,331.85,265.18,55,2023-07-16,2026-03-31,CIS,Underrun,6723.31,8413.64,-275213.05,0.409,0.478,0.53
TMBUGOV2FSADM,TMKHDMST,ADM,BFS,Maintenance,FP,578095.43,578095.43,47.6,47.34,8,2023-07-16,2026-03-31,ADM,Underrun,12144.86,12211.56,-5499.26,-0.112,,1.0
TMBUGOV2SEC,TMKHDMST,SEC,BFS,Maintenance,FP,0.0,0.0,5.9,5.9,1,2023-07-16,2026-03-31,SEC,Underrun,0.0,0.0,0.0,0.0,0.0,1.0
TMBUSVD2BPOSERV,TMKHDMST,BPOSERV,BFS,Maintenance,FP,3057588.3,3057588.3,1121.4,1063.66,187,2023-07-16,2026-03-31,BPOSERV,Underrun,2726.58,2874.59,-107343.59,0.572,0.697,0.96
TMBUSVD2CIS,TMKHDMST,CIS,BFS,Maintenance,FP,2002406.26,2002406.26,206.59,189.67,34,2023-07-16,2026-03-31,CIS,Underrun,9692.66,10557.32,-110825.95,0.315,0.397,0.96
TMCISMS2BPOSERV,TMKHDMST,BPOSERV,BFS,Maintenance,FP,6284.47,75413.61,37.52,37.52,6,2023-07-16,2026-03-31,BPOSERV,Underrun,167.5,2009.96,-99878.24,0.0,0.88,0.0
TMCISMS2CIS,TMKHDMST,CIS,BFS,Maintenance,FP,6724592.01,6611050.92,1488.31,1405.16,248,2023-07-16,2026-03-31,CIS,Underrun,4518.27,4704.84,-281870.96,0.578,0.598,0.1
TMCISMS2DNA,TMKHDMST,DNA,BFS,Maintenance,FP,0.0,44411.94,31.87,31.87,5,2023-07-16,2026-03-31,DNA,Underrun,0.0,1393.53,-18834917.81,0.0,0.085,0.0
TMCISMS2ENGNCMT,TMKHDMST,ENG,BFS,Maintenance,FP,0.0,0.0,0.0,0.0,1,2023-07-16,2026-03-31,ENG,Underrun,,,0.0,0.0,0.0,
TMINFNETCIS,TMKHDMST,CIS,BFS,Maintenance,FP,1567195.0,1567194.56,267.5,333.4,45,2023-07-16,2025-05-01,CIS,Overrun,5858.67,4700.64,132248.91,0.46,0.31,0.43
TMJVARY2CIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,2040122.0,2288434.95,0.11,0.11,1,2020-04-01,2027-12-31,CIS,Overrun,18546563.64,20803954.09,4.77,0.024,,0.0
TMJVCDNACIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,162839.0,162839.12,0.15,0.03,1,2022-06-01,2025-05-25,CIS,Underrun,1085593.33,5427970.67,-43.24,-0.038,,0.0
TMJVCISECIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,57854.0,57853.79,0.11,0.02,1,2024-05-01,2026-09-29,CIS,Underrun,525945.45,2892689.5,-27.45,0.0,0.304,0.0
TMJVCSDACIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,20962.0,20962.44,0.29,0.17,1,2023-07-15,2026-07-14,CIS,Overrun,72282.76,123308.47,0.31,0.996,0.642,0.0
TMJVCSFNSEC,TMKHDMST,SEC,BFS,Non Maintenance,FP,57868.0,520679.32,0.09,0.13,1,2023-12-01,2028-09-28,SEC,Underrun,642977.78,4005225.54,-400.86,0.001,0.0,1.0
TMJVDELVCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,8253.0,11251.03,0.08,0.08,1,2021-10-01,2025-10-19,CIS,Overrun,103162.5,140637.88,1746.69,0.18,0.025,0.0
TMJVEAUPCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,24797.0,32183.86,0.13,0.13,1,2023-04-14,2026-03-31,CIS,Overrun,190746.15,247568.15,0.0,0.0,0.0,0.0
TMJVFIRPCIS,TMKHDMST,CIS,BFS,Maintenance,FP,87342.0,111102.39,0.03,0.03,1,2020-05-23,2026-05-22,CIS,Overrun,2911400.0,3703413.0,1.96,0.298,0.648,0.0
TMJVJFRGCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,156000.0,201900.0,0.11,0.1,1,2020-12-21,2028-12-20,CIS,Overrun,1418181.82,2019000.0,7.2,0.641,0.396,0.0
TMJVLOGRCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,43862.0,67808.88,0.04,0.13,1,2020-06-22,2026-03-31,CIS,Overrun,1096550.0,521606.77,26.55,0.129,0.348,0.0
TMJVMFWISEC,TMKHDMST,SEC,BFS,Non Maintenance,FP,75662.0,128810.91,0.02,0.02,1,2022-05-01,2025-04-30,SEC,Overrun,3783100.0,6440545.5,12.07,0.868,0.478,1.0
TMJVMJAMCIS,TMKHDMST,CIS,BFS,Maintenance,FP,8917.0,8917.0,0.11,0.05,1,2024-08-01,2026-07-31,CIS,Underrun,81063.64,178340.0,-13.37,-0.004,,0.0
TMJVPAGBCIS,TMKHDMST,CIS,BFS,Maintenance,FP,2330.0,2330.0,0.11,0.05,1,2024-07-15,2025-07-14,CIS,Underrun,21181.82,46600.0,-19.98,-0.027,,0.0
TMJVPLTOCIS,TMKHDMST,CIS,BFS,Maintenance,FP,46565.0,95910.0,0.13,0.13,1,2024-03-13,2026-03-19,CIS,Overrun,358192.31,737769.23,1.53,-0.001,,0.0
TMJVPPFDSEC,TMKHDMST,SEC,BFS,Non Maintenance,FP,38800.0,251445.37,0.07,0.07,1,2023-12-22,2028-09-21,SEC,Underrun,554285.71,3592076.71,-12645.27,0.001,0.116,1.0
TMJVR3AMCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,147929.0,147928.79,0.22,0.1,1,2020-02-01,2026-12-18,CIS,Underrun,672404.55,1479287.9,-190.08,0.358,0.564,0.0
TMJVRH1CIS,TMKHDMST,CIS,BFS,Maintenance,FP,33619.0,40086.91,0.04,0.04,1,2020-04-22,2026-06-30,CIS,Underrun,840475.0,1002172.75,-0.0,-0.913,,0.0
TMJVRUCLCIS,TMKHDMST,CIS,BFS,Maintenance,FP,115718.0,115718.34,0.14,0.05,1,2024-06-23,2026-07-31,CIS,Underrun,826557.14,2314366.8,-36.57,0.0,0.176,0.0
TMJVSL14CIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,5277.0,7796.26,0.13,0.24,1,2021-02-01,2027-02-20,CIS,Overrun,40592.31,32484.42,4684.06,0.384,,1.0
TMJVSPIDSEC,TMKHDMST,SEC,BFS,Non Maintenance,FP,522535.0,546951.0,7.02,20.01,1,2023-10-09,2025-04-30,SEC,Overrun,74435.19,27333.88,29630.94,0.9,0.247,0.57
TMJVSPLISEC,TMKHDMST,SEC,BFS,Maintenance,FP,461239.0,461239.0,0.22,0.1,1,2023-10-09,2025-12-31,SEC,Underrun,2096540.91,4612390.0,-590.13,0.0,,1.0
TMJVSSL5CIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,19393.0,29319.28,0.08,0.1,1,2021-11-30,2025-12-31,CIS,Overrun,242412.5,293192.8,5.63,0.917,0.63,0.0
TMJVTEONSEC,TMKHDMST,SEC,BFS,Non Maintenance,FP,76000.0,173980.64,0.12,0.13,1,2023-12-31,2026-03-31,SEC,Overrun,633333.33,1338312.62,22.87,0.854,0.0,0.0
TMJVTHALCIS,TMKHDMST,CIS,BFS,Non Maintenance,FP,417981.0,920662.8,0.1,0.26,1,2023-09-14,2027-04-21,CIS,Overrun,4179810.0,3541010.77,53.19,0.339,,0.0
